Time (s),Altitude,Controller Output,Ascent Rate (m/s),Filtered Ascent Rate (m/s)
3931,23115167,0,-494,550
3932,23115995,0,828,555
3933,23117689,0,1694,576
3934,23120339,0,2650,617
3935,23122120,0,1781,639
3936,23124392,0,2272,671
3937,23126726,0,2334,703
3938,23126699,0,-27,688
3939,23126796,0,97,675
3940,23128037,0,1241,685
3941,23129909,0,1872,708
3942,23130643,0,734,707
3943,23131044,0,401,700
3944,23130748,0,-296,681
3945,23131681,0,933,685
3946,23131137,0,-544,661
3947,23131437,0,300,653
3948,23131400,0,-37,639
3949,23132173,0,773,641
3950,23130601,0,-1572,597
3951,23130265,0,-336,579
3952,23128554,0,-1711,533
3953,23128346,0,-208,518
3954,23131968,0,3622,579
3955,23132260,0,292,572
3956,23133109,0,849,576
3957,23132869,0,-240,560
3958,23136160,0,3291,613
3959,23138076,0,1916,638
3960,23138881,0,805,641
3961,23141227,0,2346,674
3962,23140634,0,-593,649
3963,23140188,0,-446,628
3964,23140227,0,39,615
3965,23142791,0,2564,653
3966,23143716,0,925,657
3967,23142954,0,-762,628
3968,23143159,0,205,619
3969,23146009,0,2850,663
3970,23145762,0,-247,645
3971,23145245,0,-517,622
3972,23145025,0,-220,605
3973,23146354,0,1329,618
3974,23147475,0,1121,627
3975,23147296,0,-179,611
3976,23147148,0,-148,596
3977,23145829,0,-1319,558
3978,23145709,0,-120,544
3979,23148524,0,2815,589
3980,23149026,0,502,587
3981,23151679,0,2653,628
3982,23148166,0,-3513,545
3983,23148683,0,517,544
3984,23145266,0,-3417,465
3985,23145482,0,216,459
3986,23146209,0,727,463
3987,23146045,0,-164,450
3988,23144530,0,-1515,411
3989,23145773,0,1243,426
3990,23145989,0,216,421
3991,23145305,0,-684,399
3992,23146642,0,1337,417
3993,23149199,0,2557,459
3994,23148139,0,-1060,428
3995,23150443,0,2304,465
3996,23151687,0,1244,479
3997,23152099,0,412,477
3998,23154728,0,2629,519
3999,23155534,0,806,524
4000,23155065,0,-469,504
4001,23155268,0,203,497
4002,23157049,0,1781,522
4003,23159909,0,2860,568
4004,23160994,0,1085,577
4005,23161758,0,764,580
4006,23162260,0,502,578
4007,23161371,0,-889,549
4008,23161245,0,-126,536
4009,23158427,0,-2818,469
4010,23158159,0,-268,454
4011,23158028,0,-131,442
4012,23158326,0,298,438
4013,23159049,0,723,443
4014,23156709,0,-2340,388
4015,23158384,0,1675,413
4016,23155789,0,-2595,353
4017,23157694,0,1905,383
4018,23158960,0,1266,400
4019,23160717,0,1757,427
4020,23163886,0,3169,481
4021,23167492,0,3606,543
4022,23166777,0,-715,518
4023,23164585,0,-2192,464
4024,23164886,0,301,460
4025,23165827,0,941,468
4026,23165770,0,-57,457
4027,23169118,0,3348,513
4028,23169297,0,179,505
4029,23170416,0,1119,516
4030,23171219,0,803,521
4031,23171663,0,444,518
4032,23168887,0,-2776,452
4033,23170510,0,1623,474
4034,23169243,0,-1267,439
4035,23171473,0,2230,474
4036,23172498,0,1025,484
4037,23171544,0,-954,455
4038,23170527,0,-1017,425
4039,23172967,0,2440,464
4040,23171770,0,-1197,431
4041,23171266,0,-504,412
4042,23169669,0,-1597,372
4043,23169956,0,287,369
4044,23172586,0,2630,413
4045,23173823,0,1237,428
4046,23172666,0,-1157,396
4047,23170875,0,-1791,353
4048,23170770,0,-105,343
4049,23171769,0,999,355
4050,23171524,0,-245,343
4051,23171764,0,240,340
4052,23172198,0,434,341
4053,23173573,0,1375,361
4054,23173650,0,77,354
4055,23175520,0,1870,383
4056,23173519,0,-2001,335
4057,23176483,0,2964,387
4058,23178106,0,1623,411
4059,23180508,0,2402,450
4060,23183921,0,3413,509
4061,23183631,0,-290,493
4062,23182806,0,-825,467
4063,23182223,0,-583,446
4064,23182984,0,761,452
4065,23182792,0,-192,439
4066,23183357,0,565,441
4067,23182942,0,-415,424
4068,23183177,0,235,419
4069,23186459,0,3282,475
4070,23184762,0,-1697,432
4071,23185137,0,375,430
4072,23187219,0,2082,462
4073,23186995,0,-224,448
4074,23187102,0,107,441
4075,23186524,0,-578,421
4076,23184203,0,-2321,366
4077,23183849,0,-354,351
4078,23183255,0,-594,332
4079,23182385,0,-870,308
4080,23181445,0,-940,283
4081,23181733,0,288,282
4082,23184636,0,2903,334
4083,23184498,0,-138,325
4084,23185233,0,735,332
4085,23185725,0,492,334
4086,23184973,0,-752,312
4087,23186148,0,1175,328
4088,23186157,0,9,321
4089,23186358,0,201,318
4090,23186546,0,188,314
4091,23188201,0,1655,340
4092,23188197,0,-4,333
4093,23189795,0,1598,357
4094,23191538,0,1743,383
4095,23192133,0,595,386
4096,23195591,0,3458,447
4097,23192953,0,-2638,386
4098,23193980,0,1027,398
4099,23193733,0,-247,386
4100,23191972,0,-1761,343
4101,23195481,0,3509,406
4102,23196432,0,951,416
4103,23196007,0,-425,399
4104,23195033,0,-974,372
4105,23196508,0,1475,393
4106,23197284,0,776,400
4107,23195887,0,-1397,365
4108,23193841,0,-2046,317
4109,23191645,0,-2196,267
4110,23192145,0,500,271
4111,23192298,0,153,268
4112,23194041,0,1743,296
4113,23193690,0,-351,283
4114,23197410,0,3720,351
4115,23194298,0,-3112,281
4116,23192124,0,-2174,232
4117,23190304,0,-1820,191
4118,23190629,0,325,193
4119,23190645,0,16,189
4120,23188125,0,-2520,135
4121,23190162,0,2037,172
4122,23192393,0,2231,212
4123,23194108,0,1715,241
4124,23195332,0,1224,260
4125,23197705,0,2373,301
4126,23196646,0,-1059,273
4127,23195562,0,-1084,246
4128,23195161,0,-401,233
4129,23198575,0,3414,296
4130,23202078,0,3503,360
4131,23202255,0,177,355
4132,23201365,0,-890,330
4133,23200072,0,-1293,298
4134,23199632,0,-440,284
4135,23200994,0,1362,305
4136,23199771,0,-1223,274
4137,23198128,0,-1643,236
4138,23198566,0,438,239
4139,23197935,0,-631,222
4140,23197999,0,64,218
4141,23197589,0,-410,205
4142,23199067,0,1478,229
4143,23198539,0,-528,214
4144,23198776,0,237,213
4145,23201857,0,3081,269
4146,23199678,0,-2179,220
4147,23199850,0,172,218
4148,23198170,0,-1680,180
4149,23197790,0,-380,169
4150,23197982,0,192,168
4151,23197363,0,-619,152
4152,23196881,0,-482,139
4153,23197556,0,675,149
4154,23196420,0,-1136,124
4155,23197041,0,621,133
4156,23197136,0,95,131
4157,23196965,0,-171,125
4158,23196548,0,-417,114
4159,23199694,0,3146,173
4160,23199421,0,-273,164
4161,23199862,0,441,168
4162,23201089,0,1227,188
4163,23204930,0,3841,260
4164,23201630,0,-3300,188
4165,23204038,0,2408,232
4166,23201834,0,-2204,183
4167,23201953,0,119,181
4168,23202085,0,132,179
4169,23202940,0,855,192
4170,23204017,0,1077,209
4171,23203451,0,-566,193
4172,23205866,0,2415,237
4173,23205155,0,-711,218
4174,23203365,0,-1790,178
4175,23202718,0,-647,162
4176,23204497,0,1779,193
4177,23205937,0,1440,217
4178,23205990,0,53,213
4179,23206690,0,700,222
4180,23206406,0,-284,212
4181,23207728,0,1322,233
4182,23206296,0,-1432,200
4183,23205888,0,-408,188
4184,23206707,0,819,200
4185,23206378,0,-329,190
4186,23204451,0,-1927,148
4187,23207348,0,2897,202
4188,23205003,0,-2345,151
4189,23207482,0,2479,196
4190,23209502,0,2020,232
4191,23208737,0,-765,212
4192,23208306,0,-431,199
4193,23210868,0,2562,246
4194,23212782,0,1914,279
4195,23211854,0,-928,255
4196,23211774,0,-80,248
4197,23210385,0,-1389,216
4198,23207922,0,-2463,162
4199,23207204,0,-718,144
4200,23210703,0,3499,210
4201,23210587,0,-116,203
4202,23210701,0,114,200
4203,23213324,0,2623,248
4204,23213323,0,-1,243
4205,23214191,0,868,255
4206,23214178,0,-13,249
4207,23217062,0,2884,301
4208,23214729,0,-2333,248
4209,23216921,0,2192,286
4210,23219144,0,2223,324
4211,23217007,0,-2137,275
4212,23218667,0,1660,302
4213,23218604,0,-63,294
4214,23215953,0,-2651,235
4215,23216792,0,839,246
4216,23214590,0,-2202,197
4217,23214543,0,-47,193
4218,23216001,0,1458,218
4219,23215299,0,-702,199
4220,23216945,0,1646,227
4221,23220018,0,3073,283
4222,23220941,0,923,295
4223,23220677,0,-264,284
4224,23224411,0,3734,352
4225,23222305,0,-2106,302
4226,23219478,0,-2827,239
4227,23222468,0,2990,293
4228,23222950,0,482,296
4229,23222729,0,-221,286
4230,23220692,0,-2037,240
4231,23223660,0,2968,294
4232,23221802,0,-1858,251
4233,23222353,0,551,256
4234,23224245,0,1892,287
4235,23224584,0,339,287
4236,23223682,0,-902,263
4237,23225148,0,1466,286
4238,23226135,0,987,299
4239,23226227,0,92,294
4240,23229697,0,3470,357
4241,23232375,0,2678,402
4242,23233339,0,964,412
4243,23235122,0,1783,438
4244,23233287,0,-1835,393
4245,23234214,0,927,403
4246,23233465,0,-749,380
4247,23232981,0,-484,363
4248,23233192,0,211,359
4249,23234093,0,901,369
4250,23235807,0,1714,395
4251,23235869,0,62,388
4252,23239234,0,3365,447
4253,23238312,0,-922,420
4254,23237359,0,-953,392
4255,23239420,0,2061,425
4256,23242595,0,3175,479
4257,23243460,0,865,486
4258,23245085,0,1625,508
4259,23245197,0,112,499
4260,23246442,0,1245,513
4261,23249863,0,3421,570
4262,23248597,0,-1266,533
4263,23248550,0,-47,522
4264,23245529,0,-3021,451
4265,23247723,0,2194,484
4266,23246141,0,-1582,443
4267,23246110,0,-31,434
4268,23247610,0,1500,455
4269,23246982,0,-628,433
4270,23246993,0,11,424
4271,23247067,0,74,416
4272,23243846,0,-3221,343
4273,23241237,0,-2609,284
4274,23241312,0,75,279
4275,23238918,0,-2394,226
4276,23242409,0,3491,290
4277,23242660,0,251,289
4278,23241135,0,-1525,253
4279,23243705,0,2570,298
4280,23245003,0,1298,317
4281,23242804,0,-2199,267
4282,23245215,0,2411,309
4283,23244300,0,-915,284
4284,23243693,0,-607,266
4285,23242016,0,-1677,227
4286,23242682,0,666,235
4287,23241804,0,-878,213
4288,23243743,0,1939,246
4289,23242836,0,-907,223
4290,23244645,0,1809,254
4291,23242870,0,-1775,213
4292,23243684,0,814,224
4293,23246000,0,2316,265
4294,23245877,0,-123,257
4295,23247766,0,1889,288
4296,23245892,0,-1874,245
4297,23246255,0,363,247
4298,23247520,0,1265,267
4299,23244196,0,-3324,195
4300,23243011,0,-1185,168
4301,23244394,0,1383,191
4302,23244809,0,415,195
4303,23243567,0,-1242,167
4304,23242404,0,-1163,140
4305,23244595,0,2191,180
4306,23245076,0,481,185
4307,23245571,0,495,190
4308,23247422,0,1851,223
4309,23246480,0,-942,200
4310,23247755,0,1275,221
4311,23248698,0,943,234
4312,23247464,0,-1234,205
4313,23246753,0,-711,186
4314,23246411,0,-342,176
4315,23246198,0,-213,168
4316,23244305,0,-1893,127
4317,23247260,0,2955,183
4318,23247869,0,609,191
4319,23248041,0,172,190
4320,23247920,0,-121,184
4321,23247206,0,-714,166
4322,23245485,0,-1721,128
4323,23244398,0,-1087,104
4324,23243820,0,-578,90
4325,23244720,0,900,106
4326,23246645,0,1925,141
4327,23245856,0,-789,123
4328,23246103,0,247,124
4329,23246152,0,49,121
4330,23246234,0,82,119
4331,23246754,0,520,126
4332,23248229,0,1475,152
4333,23249934,0,1705,182
4334,23252435,0,2501,228
4335,23251610,0,-825,207
4336,23252178,0,568,213
4337,23254808,0,2630,260
4338,23254516,0,-292,249
4339,23255301,0,785,259
4340,23258276,0,2975,312
4341,23258333,0,57,306
4342,23259557,0,1224,323
4343,23261496,0,1939,354
4344,23262783,0,1287,371
4345,23261661,0,-1122,341
4346,23264309,0,2648,386
4347,23262367,0,-1942,340
4348,23261481,0,-886,316
4349,23260804,0,-677,296
4350,23263291,0,2487,339
4351,23264188,0,897,349
4352,23266463,0,2275,387
4353,23264712,0,-1751,344
4354,23264704,0,-8,337
4355,23268089,0,3385,397
4356,23270780,0,2691,442
4357,23272254,0,1474,462
4358,23272710,0,456,461
4359,23273211,0,501,461
4360,23273779,0,568,462
4361,23275688,0,1909,490
4362,23274162,0,-1526,450
4363,23274915,0,753,456
4364,23275889,0,974,465
4365,23273684,0,-2205,411
4366,23276627,0,2943,460
4367,23277385,0,758,465
4368,23273726,0,-3659,382
4369,23277421,0,3695,447
4370,23277399,0,-22,438
4371,23277756,0,357,436
4372,23278594,0,838,443
4373,23277871,0,-723,420
4374,23277466,0,-405,403
4375,23276810,0,-656,381
4376,23274858,0,-1952,334
4377,23275282,0,424,335
4378,23274301,0,-981,309
4379,23273954,0,-347,296
4380,23273406,0,-548,280
4381,23272518,0,-888,257
4382,23273859,0,1341,277
4383,23273732,0,-127,269
4384,23274232,0,500,273
4385,23276925,0,2693,320
4386,23278011,0,1086,334
4387,23275460,0,-2551,276
4388,23275537,0,77,271
4389,23276192,0,655,278
4390,23277601,0,1409,300
4391,23279581,0,1980,333
4392,23281329,0,1748,360
4393,23279204,0,-2125,310
4394,23277695,0,-1509,273
4395,23275463,0,-2232,223
4396,23278729,0,3266,283
4397,23278549,0,-180,274
4398,23282265,0,3716,342
4399,23282548,0,283,340
4400,23285264,0,2716,387
4401,23286367,0,1103,401
4402,23286512,0,145,394
4403,23288588,0,2076,427
4404,23291091,0,2503,468
4405,23287869,0,-3222,394
4406,23286203,0,-1666,353
4407,23286227,0,24,345
4408,23285514,0,-713,324
4409,23285345,0,-169,314
4410,23288985,0,3640,379
4411,23289735,0,750,386
4412,23290162,0,427,386
4413,23288338,0,-1824,342
4414,23287495,0,-843,319
4415,23287075,0,-420,304
4416,23284590,0,-2485,248
4417,23282290,0,-2300,197
4418,23282770,0,480,202
4419,23281431,0,-1339,171
4420,23284614,0,3183,230
4421,23283483,0,-1131,203
4422,23283186,0,-297,193
4423,23285966,0,2780,244
4424,23285479,0,-487,230
4425,23284347,0,-1132,203
4426,23285518,0,1171,221
4427,23288251,0,2733,270
4428,23289278,0,1027,284
4429,23292291,0,3013,338
4430,23292538,0,247,335
4431,23291172,0,-1366,301
4432,23291253,0,81,295
4433,23291423,0,170,292
4434,23292805,0,1382,313
4435,23290456,0,-2349,260
4436,23290587,0,131,256
4437,23291134,0,547,260
4438,23290141,0,-993,235
4439,23291429,0,1288,255
4440,23291033,0,-396,242
4441,23291827,0,794,252
4442,23291656,0,-171,243
4443,23294390,0,2734,292
4444,23297641,0,3251,351
4445,23297488,0,-153,340
4446,23294534,0,-2954,274
4447,23297041,0,2507,318
4448,23297832,0,791,326
4449,23297587,0,-245,315
4450,23299025,0,1438,336
4451,23300649,0,1624,361
4452,23299525,0,-1124,331
4453,23299140,0,-385,317
4454,23302117,0,2977,369
4455,23299690,0,-2427,313
4456,23302294,0,2604,358
4457,23300879,0,-1415,322
4458,23299513,0,-1366,288
4459,23297045,0,-2468,233
4460,23295684,0,-1361,201
4461,23294886,0,-798,181
4462,23292423,0,-2463,128
4463,23296198,0,3775,200
4464,23299961,0,3763,271
4465,23302278,0,2317,311
4466,23303683,0,1405,332
4467,23305656,0,1973,364
4468,23302672,0,-2984,297
4469,23301798,0,-874,274
4470,23300994,0,-804,252
4471,23304014,0,3020,306
4472,23303247,0,-767,284
4473,23302374,0,-873,261
4474,23299302,0,-3072,194
4475,23299802,0,500,200
4476,23300809,0,1007,216
4477,23301417,0,608,223
4478,23299249,0,-2168,175
4479,23298939,0,-310,165
4480,23299615,0,676,174
4481,23299510,0,-105,168
4482,23297687,0,-1823,128
4483,23298082,0,395,132
4484,23294911,0,-3171,66
4485,23295616,0,705,78
4486,23295729,0,113,78
4487,23296084,0,355,83
4488,23295325,0,-759,66
4489,23295902,0,577,75
4490,23294798,0,-1104,51
4491,23295828,0,1030,69
4492,23296884,0,1056,88
4493,23297083,0,199,89
4494,23297528,0,445,95
4495,23298556,0,1028,113
4496,23299990,0,1434,138
4497,23302238,0,2248,179
4498,23304441,0,2203,219
4499,23304960,0,519,224
4500,23306269,0,1309,245
4501,23310072,0,3803,316
4502,23313061,0,2989,368
4503,23313030,0,-31,360
4504,23311180,0,-1850,315
4505,23309695,0,-1485,279
4506,23306990,0,-2705,219
4507,23307096,0,106,216
4508,23306772,0,-324,205
4509,23307009,0,237,204
4510,23308629,0,1620,231
4511,23310333,0,1704,260
4512,23309676,0,-657,241
4513,23312115,0,2439,284
4514,23313349,0,1234,302
4515,23313033,0,-316,289
4516,23313214,0,181,286
4517,23312981,0,-233,276
4518,23312920,0,-61,269
4519,23312715,0,-205,259
4520,23309606,0,-3109,191
4521,23308292,0,-1314,161
4522,23310130,0,1838,193
4523,23312087,0,1957,228
4524,23312054,0,-33,223
4525,23311018,0,-1036,198
4526,23312261,0,1243,218
4527,23311712,0,-549,203
4528,23314794,0,3082,259
4529,23316450,0,1656,286
4530,23316485,0,35,280
4531,23313832,0,-2653,221
4532,23310459,0,-3373,149
4533,23311806,0,1347,172
4534,23314509,0,2703,222
4535,23313247,0,-1262,192
4536,23309796,0,-3451,119
4537,23311097,0,1301,142
4538,23312264,0,1167,162
4539,23312213,0,-51,157
4540,23312055,0,-158,150
4541,23313937,0,1882,184
4542,23312740,0,-1197,157
4543,23313487,0,747,167
4544,23312981,0,-506,153
4545,23312287,0,-694,136
4546,23313000,0,713,147
4547,23312709,0,-291,139
4548,23312107,0,-602,124
4549,23311389,0,-718,107
4550,23313791,0,2402,152
4551,23315316,0,1525,178
4552,23314041,0,-1275,149
4553,23316346,0,2305,192
4554,23313956,0,-2390,141
4555,23316566,0,2610,190
4556,23315954,0,-612,174
4557,23315007,0,-947,152
4558,23315581,0,574,159
4559,23315500,0,-81,154
4560,23311811,0,-3689,77
4561,23311996,0,185,78
4562,23314726,0,2730,130
4563,23317958,0,3232,191
4564,23314482,0,-3476,118
4565,23312257,0,-2225,71
4566,23312231,0,-26,69
4567,23311673,0,-558,56
4568,23311011,0,-662,41
4569,23308914,0,-2097,-1
4570,23308853,0,-61,-1
4571,23308440,0,-413,-8
4572,23310444,0,2004,33
4573,23310068,0,-376,25
4574,23307431,0,-2637,-28
4575,23309912,0,2481,22
4576,23311995,0,2083,62
4577,23309271,0,-2724,6
4578,23308457,0,-814,-11
4579,23311071,0,2614,42
4580,23311543,0,472,50
4581,23311629,0,86,50
4582,23311745,0,116,51
4583,23311391,0,-354,42
4584,23312043,0,652,54
4585,23315479,0,3436,120
4586,23312139,0,-3340,51
4587,23312704,0,565,60
4588,23312665,0,-39,58
4589,23312179,0,-486,47
4590,23312107,0,-72,45
4591,23311101,0,-1006,24
4592,23313033,0,1932,61
4593,23311443,0,-1590,28
4594,23310948,0,-495,18
4595,23311076,0,128,19
4596,23311354,0,278,23
4597,23312361,0,1007,42
4598,23313802,0,1441,69
4599,23313428,0,-374,60
4600,23313745,0,317,64
4601,23312888,0,-857,45
4602,23312633,0,-255,39
4603,23311059,0,-1574,7
4604,23311537,0,478,15
4605,23312041,0,504,24
4606,23312832,0,791,38
4607,23311897,0,-935,19
4608,23312683,0,786,33
4609,23310738,0,-1945,-6
4610,23313039,0,2301,41
4611,23310380,0,-2659,-13
4612,23309354,0,-1026,-32
4613,23308820,0,-534,-41
4614,23307923,0,-897,-57
4615,23310344,0,2421,-7
4616,23309345,0,-999,-25
4617,23307613,0,-1732,-58
4618,23307568,0,-45,-56
4619,23308702,0,1134,-32
4620,23312093,0,3391,36
4621,23312207,0,114,37
4622,23309299,0,-2908,-22
4623,23311289,0,1990,18
4624,23310284,0,-1005,-3
4625,23308776,0,-1508,-32
4626,23310497,0,1721,3
4627,23307895,0,-2602,-50
4628,23308229,0,334,-43
4629,23308678,0,449,-34
4630,23308785,0,107,-31
4631,23308207,0,-578,-41
4632,23308199,0,-8,-40
4633,23311104,0,2905,19
4634,23311340,0,236,22
4635,23311608,0,268,26
4636,23312425,0,817,41
4637,23310875,0,-1550,9
4638,23312156,0,1281,33
4639,23311940,0,-216,28
4640,23310905,0,-1035,7
4641,23307723,0,-3182,-57
4642,23305606,0,-2117,-97
4643,23305926,0,320,-89
4644,23306093,0,167,-84
4645,23304540,0,-1553,-113
4646,23301034,0,-3506,-180
4647,23302171,0,1137,-154
4648,23302271,0,100,-148
4649,23303042,0,771,-130
4650,23304285,0,1243,-103
4651,23304935,0,650,-87
4652,23304371,0,-564,-96
4653,23306924,0,2553,-43
4654,23308362,0,1438,-14
4655,23310129,0,1767,22
4656,23310957,0,828,37
4657,23309000,0,-1957,-3
4658,23309308,0,308,4
4659,23311368,0,2060,44
4660,23311914,0,546,53
4661,23313623,0,1709,85
4662,23314709,0,1086,104
4663,23312960,0,-1749,67
4664,23310357,0,-2603,13
4665,23312176,0,1819,48
4666,23313648,0,1472,76
4667,23312716,0,-932,56
4668,23313010,0,294,59
4669,23312919,0,-91,56
4670,23312067,0,-852,37
4671,23311815,0,-252,31
4672,23308640,0,-3175,-33
4673,23311288,0,2648,20
4674,23311058,0,-230,15
4675,23310949,0,-109,12
4676,23309372,0,-1577,-20
4677,23310249,0,877,-2
4678,23312504,0,2255,44
4679,23314390,0,1886,80
4680,23313311,0,-1079,57
4681,23315246,0,1935,93
4682,23315683,0,437,99
4683,23315597,0,-86,96
4684,23314292,0,-1305,68
4685,23316285,0,1993,105
4686,23316269,0,-16,102
4687,23316786,0,517,109
4688,23319041,0,2255,151
4689,23322457,0,3416,215
4690,23322248,0,-209,206
4691,23324694,0,2446,249
4692,23324573,0,-121,242
4693,23323598,0,-975,218
4694,23322796,0,-802,197
4695,23321733,0,-1063,172
4696,23321455,0,-278,163
4697,23323385,0,1930,197
4698,23322879,0,-506,183
4699,23325967,0,3088,240
4700,23327497,0,1530,265
4701,23327340,0,-157,256
4702,23325085,0,-2255,205
4703,23322717,0,-2368,153
4704,23322480,0,-237,145
4705,23321832,0,-648,130
4706,23319366,0,-2466,78
4707,23316856,0,-2510,26
4708,23316304,0,-552,14
4709,23318488,0,2184,56
4710,23319828,0,1340,80
4711,23316830,0,-2998,19
4712,23317302,0,472,27
4713,23313853,0,-3449,-42
4714,23316326,0,2473,8
4715,23316146,0,-180,4
4716,23315542,0,-604,-9
4717,23318803,0,3261,57
4718,23318173,0,-630,43
4719,23317763,0,-410,34
4720,23317850,0,87,34
4721,23317249,0,-601,21
4722,23317752,0,503,30
4723,23320675,0,2923,87
4724,23320071,0,-604,73
4725,23316623,0,-3448,3
4726,23316214,0,-409,-6
4727,23315982,0,-232,-9
4728,23317071,0,1089,13
4729,23313936,0,-3135,-50
4730,23310974,0,-2962,-108
4731,23308103,0,-2871,-162
4732,23308195,0,92,-157
4733,23308877,0,682,-140
4734,23309149,0,272,-132
4735,23309301,0,152,-126
4736,23307389,0,-1912,-161
4737,23306405,0,-984,-176
4738,23303520,0,-2885,-229
4739,23303012,0,-508,-234
4740,23303508,0,496,-220
4741,23307166,0,3658,-142
4742,23308322,0,1156,-116
4743,23306618,0,-1704,-147
4744,23306747,0,129,-142
4745,23304877,0,-1870,-176
4746,23306741,0,1864,-135
4747,23307251,0,510,-122
4748,23308482,0,1231,-95
4749,23308928,0,446,-85
4750,23307389,0,-1539,-113
4751,23303946,0,-3443,-178
4752,23303896,0,-50,-175
4753,23301042,0,-2854,-228
4754,23302504,0,1462,-194
4755,23302935,0,431,-182
4756,23301089,0,-1846,-214
4757,23298601,0,-2488,-258
4758,23297475,0,-1126,-274
4759,23295176,0,-2299,-313
