Time (s),Altitude,Controller Output,Ascent Rate (m/s),Filtered Ascent Rate (m/s)
8657,23798953,0,1642,561
8658,23796854,0,-2099,508
8659,23797066,0,212,501
8660,23793808,0,-3258,425
8661,23791630,0,-2178,373
8662,23792885,0,1255,390
8663,23792372,0,-513,372
8664,23792279,0,-93,363
8665,23791828,0,-451,346
8666,23792547,0,719,353
8667,23795351,0,2804,401
8668,23792548,0,-2803,336
8669,23794785,0,2237,373
8670,23798046,0,3261,430
8671,23800101,0,2055,462
8672,23798682,0,-1419,424
8673,23802733,0,4051,496
8674,23802522,0,-211,482
8675,23803843,0,1321,498
8676,23804561,0,718,502
8677,23805201,0,640,503
8678,23805191,0,-10,492
8679,23805320,0,129,484
8680,23806464,0,1144,496
8681,23807207,0,743,500
8682,23805835,0,-1372,463
8683,23806667,0,832,469
8684,23807585,0,918,477
8685,23807524,0,-61,466
8686,23808986,0,1462,485
8687,23806775,0,-2211,431
8688,23810403,0,3628,494
8689,23808382,0,-2021,444
8690,23809468,0,1086,456
8691,23808525,0,-943,428
8692,23808799,0,274,424
8693,23806453,0,-2346,369
8694,23807651,0,1198,384
8695,23810256,0,2605,428
8696,23809958,0,-298,414
8697,23808666,0,-1292,380
8698,23807412,0,-1254,347
8699,23810339,0,2927,398
8700,23809380,0,-959,371
8701,23810396,0,1016,383
8702,23813126,0,2730,429
8703,23812692,0,-434,412
8704,23811964,0,-728,389
8705,23811328,0,-636,369
8706,23810500,0,-828,345
8707,23811411,0,911,356
8708,23811868,0,457,357
8709,23814900,0,3032,409
8710,23816177,0,1277,425
8711,23820199,0,4022,496
8712,23820911,0,712,500
8713,23821450,0,539,500
8714,23821729,0,279,495
8715,23819968,0,-1761,450
8716,23820449,0,481,450
8717,23820999,0,550,452
8718,23819945,0,-1054,421
8719,23818657,0,-1288,387
8720,23819277,0,620,391
8721,23818703,0,-574,372
8722,23819518,0,815,380
8723,23821369,0,1851,409
8724,23825025,0,3656,473
8725,23824761,0,-264,458
8726,23827685,0,2924,506
8727,23830560,0,2875,552
8728,23833037,0,2477,589
8729,23832144,0,-893,560
8730,23829959,0,-2185,505
8731,23830442,0,483,503
8732,23834054,0,3612,564
8733,23834120,0,66,553
8734,23838382,0,4262,626
8735,23839060,0,678,626
8736,23843109,0,4049,693
8737,23843331,0,222,683
8738,23842880,0,-451,660
8739,23842951,0,71,647
8740,23846638,0,3687,707
8741,23844657,0,-1981,653
8742,23845158,0,501,649
8743,23845676,0,518,646
8744,23846703,0,1027,653
8745,23847875,0,1172,662
8746,23846671,0,-1204,624
8747,23848138,0,1467,640
8748,23851535,0,3397,694
8749,23850815,0,-720,666
8750,23851690,0,875,669
8751,23852210,0,520,665
8752,23852820,0,610,663
8753,23853414,0,594,660
8754,23855259,0,1845,682
8755,23855675,0,416,676
8756,23855882,0,207,666
8757,23855048,0,-834,636
8758,23858368,0,3320,689
8759,23857305,0,-1063,654
8760,23858895,0,1590,671
8761,23856843,0,-2052,616
8762,23858897,0,2054,644
8763,23858598,0,-299,626
8764,23861736,0,3138,675
8765,23860572,0,-1164,638
8766,23861704,0,1132,647
8767,23862240,0,536,644
8768,23865191,0,2951,690
8769,23865463,0,272,681
8770,23868492,0,3029,727
8771,23868317,0,-175,709
8772,23867859,0,-458,685
8773,23868351,0,492,680
8774,23869159,0,808,682
8775,23873643,0,4484,757
8776,23872727,0,-916,723
8777,23873517,0,790,723
8778,23876617,0,3100,770
8779,23880061,1,3444,822
8780,23883690,0,3629,877
8781,23881401,1,-2289,814
8782,23884596,0,3195,860
8783,23886611,1,2015,882
8784,23886798,0,187,867
8785,23888753,1,1955,888
8786,23888534,0,-219,866
8787,23885862,0,-2672,795
8788,23890026,1,4164,862
8789,23890575,0,549,854
8790,23894051,1,3476,905
8791,23892704,0,-1347,860
8792,23891986,1,-718,828
8793,23891915,0,-71,810
8794,23892067,0,152,796
8795,23889210,0,-2857,723
8796,23892205,0,2995,767
8797,23891316,0,-889,734
8798,23892398,0,1082,740
8799,23891959,0,-439,717
8800,23892281,0,322,708
8801,23894370,0,2089,734
8802,23895904,0,1534,749
8803,23894301,0,-1603,702
8804,23896638,0,2337,733
8805,23896048,0,-590,707
8806,23897066,0,1018,712
8807,23897710,0,644,709
8808,23898569,0,859,711
8809,23898897,0,328,702
8810,23897124,0,-1773,652
8811,23897922,0,798,653
8812,23898999,0,1077,660
8813,23902757,0,3758,721
8814,23905525,0,2768,761
8815,23907387,0,1862,782
8816,23908301,0,914,784
8817,23912031,1,3730,842
8818,23912211,0,180,828
8819,23910717,0,-1494,782
8820,23910173,0,-544,756
8821,23908850,0,-1323,714
8822,23908635,0,-215,695
8823,23909034,0,399,688
8824,23909229,0,195,677
8825,23910953,0,1724,697
8826,23911267,0,314,689
8827,23911601,0,334,681
8828,23912352,0,751,682
8829,23913716,0,1364,695
8830,23914268,0,552,692
8831,23911367,0,-2901,620
8832,23910650,0,-717,593
8833,23911233,0,583,592
8834,23908469,0,-2764,525
8835,23905429,0,-3040,454
8836,23905179,0,-250,439
8837,23906583,0,1404,458
8838,23906689,0,106,450
8839,23908556,0,1867,478
8840,23911512,0,2956,527
8841,23913791,0,2279,561
8842,23913734,0,-57,548
8843,23916431,0,2697,590
8844,23913389,0,-3042,518
8845,23916402,0,3013,567
8846,23918254,0,1852,592
8847,23919183,0,929,598
8848,23919469,0,286,591
8849,23922584,0,3115,641
8850,23919380,0,-3204,564
8851,23919690,0,310,558
8852,23919398,0,-292,541
8853,23917728,0,-1670,497
8854,23918219,0,491,496
8855,23917351,0,-868,469
8856,23914534,0,-2817,403
8857,23917193,0,2659,447
8858,23916325,0,-868,421
8859,23915384,0,-941,394
8860,23918875,0,3491,455
8861,23916600,0,-2275,400
8862,23916688,0,88,393
8863,23916258,0,-430,377
8864,23918928,0,2670,422
8865,23918357,0,-571,402
8866,23919247,0,890,410
8867,23918295,0,-952,382
8868,23918070,0,-225,370
8869,23916569,0,-1501,332
8870,23918968,0,2399,372
8871,23918564,0,-404,356
8872,23920728,0,2164,391
8873,23920958,0,230,387
8874,23923484,0,2526,429
8875,23927289,0,3805,496
8876,23926640,0,-649,474
8877,23923964,0,-2676,411
8878,23927534,0,3570,473
8879,23925300,0,-2234,419
8880,23925820,0,520,420
8881,23927858,0,2038,451
8882,23928849,0,991,460
8883,23930544,0,1695,483
8884,23931653,0,1109,495
8885,23928211,0,-3442,417
8886,23928114,0,-97,407
8887,23928290,0,176,401
8888,23930084,0,1794,427
8889,23933171,0,3087,479
8890,23934261,0,1090,490
8891,23934097,0,-164,477
8892,23935495,0,1398,494
8893,23936804,0,1309,510
8894,23937177,0,373,506
8895,23935473,0,-1704,461
8896,23931989,0,-3484,382
8897,23934435,0,2446,422
8898,23935511,0,1076,434
8899,23935157,0,-354,418
8900,23936569,0,1412,437
8901,23938796,0,2227,472
8902,23937585,0,-1211,438
8903,23937052,0,-533,419
8904,23937105,0,53,411
8905,23939515,0,2410,450
8906,23939326,0,-189,438
8907,23940694,0,1368,456
8908,23941814,0,1120,468
8909,23942813,0,999,477
8910,23942334,0,-479,458
8911,23945160,0,2826,504
8912,23944446,0,-714,479
8913,23944226,0,-220,465
8914,23946220,0,1994,494
8915,23948076,0,1856,521
8916,23951930,0,3854,587
8917,23955569,0,3639,647
8918,23954882,0,-687,621
8919,23952597,0,-2285,563
8920,23954331,0,1734,585
8921,23958598,0,4267,658
8922,23958439,0,-159,641
8923,23957830,0,-609,616
8924,23958544,0,714,617
8925,23960364,0,1820,640
8926,23959091,0,-1273,602
8927,23960753,0,1662,622
8928,23960408,0,-345,603
8929,23958556,0,-1852,553
8930,23959862,0,1306,567
8931,23958969,0,-893,538
8932,23959206,0,237,531
8933,23959192,0,-14,520
8934,23959255,0,63,510
8935,23959067,0,-188,496
8936,23958509,0,-558,475
8937,23959739,0,1230,489
8938,23959480,0,-259,474
8939,23959621,0,141,466
8940,23960068,0,447,464
8941,23962847,0,2779,509
8942,23961798,0,-1049,478
8943,23962948,0,1150,491
8944,23964397,0,1449,509
8945,23964880,0,483,507
8946,23961495,0,-3385,429
8947,23962618,0,1123,442
8948,23965699,0,3081,494
8949,23964952,0,-747,470
8950,23965756,0,804,476
8951,23966049,0,293,471
8952,23966240,0,191,464
8953,23967521,0,1281,479
8954,23967469,0,-52,468
8955,23969067,0,1598,489
8956,23969635,0,568,490
8957,23969252,0,-383,473
8958,23967846,0,-1406,435
8959,23969881,0,2035,466
8960,23969130,0,-751,441
8961,23967880,0,-1250,407
8962,23968168,0,288,403
8963,23968942,0,774,409
8964,23970008,0,1066,421
8965,23973369,0,3361,479
8966,23975178,0,1809,505
8967,23972810,0,-2368,447
8968,23972884,0,74,439
8969,23972507,0,-377,423
8970,23970201,0,-2306,368
8971,23971091,0,890,377
8972,23973537,0,2446,417
8973,23975491,0,1954,447
8974,23974727,0,-764,423
8975,23974606,0,-121,412
8976,23972262,0,-2344,357
8977,23969299,0,-2963,290
8978,23968899,0,-400,276
8979,23969296,0,397,277
8980,23969907,0,611,283
8981,23970171,0,264,282
8982,23967880,0,-2291,231
8983,23971115,0,3235,290
8984,23971640,0,525,294
8985,23968881,0,-2759,233
8986,23969408,0,527,238
8987,23969236,0,-172,230
8988,23966510,0,-2726,171
8989,23967089,0,579,178
8990,23968000,0,911,192
8991,23968047,0,47,188
8992,23969422,0,1375,211
8993,23972920,0,3498,275
8994,23973579,0,659,282
8995,23975974,0,2395,323
8996,23973049,0,-2925,258
8997,23973132,0,83,253
8998,23975133,0,2001,287
8999,23977580,0,2447,329
9000,23978495,0,915,340
9001,23976073,0,-2422,285
9002,23975203,0,-870,262
9003,23974844,0,-359,249
9004,23977332,0,2488,293
9005,23981126,0,3794,362
9006,23981282,0,156,357
9007,23980820,0,-462,340
9008,23977768,0,-3052,272
9009,23979469,0,1701,300
9010,23982288,0,2819,350
9011,23984403,0,2115,385
9012,23984082,0,-321,371
9013,23984651,0,569,374
9014,23986995,0,2344,412
9015,23989617,0,2622,455
9016,23987219,0,-2398,398
9017,23984121,0,-3098,329
9018,23981368,0,-2753,267
9019,23980191,0,-1177,238
9020,23979656,0,-535,223
9021,23980284,0,628,230
9022,23977239,0,-3045,165
9023,23976402,0,-837,145
9024,23974288,0,-2114,100
9025,23975084,0,796,113
9026,23975040,0,-44,110
9027,23975237,0,197,110
9028,23976391,0,1154,130
9029,23974568,0,-1823,91
9030,23973558,0,-1010,69
9031,23973075,0,-483,58
9032,23974501,0,1426,84
9033,23976884,0,2383,129
9034,23980828,0,3944,204
9035,23982703,0,1875,236
9036,23983617,0,914,249
9037,23981347,0,-2270,199
9038,23982497,0,1150,218
9039,23985529,0,3032,273
9040,23986502,0,973,286
9041,23989278,0,2776,335
9042,23987766,0,-1512,298
9043,23985278,0,-2488,243
9044,23986885,0,1607,270
9045,23988459,0,1574,295
9046,23988943,0,484,298
9047,23989004,0,61,293
9048,23991480,0,2476,336
9049,23993789,0,2309,375
9050,23993548,0,-241,363
9051,23995064,0,1516,385
9052,23994480,0,-584,366
9053,23994639,0,159,361
9054,23995818,0,1179,376
9055,23995863,0,45,368
9056,23992869,0,-2994,301
9057,23993149,0,280,299
9058,23991632,0,-1517,263
9059,23990145,0,-1487,228
9060,23988135,0,-2010,183
9061,23988384,0,249,183
9062,23988113,0,-271,174
9063,23986021,0,-2092,129
9064,23987709,0,1688,159
9065,23987526,0,-183,152
9066,23985556,0,-1970,109
9067,23988649,0,3093,167
9068,23989175,0,526,173
9069,23990624,0,1449,197
9070,23989412,0,-1212,169
9071,23991864,0,2452,214
9072,23992036,0,172,212
9073,23992522,0,486,216
9074,23991709,0,-813,195
9075,23989800,0,-1909,153
9076,23989757,0,-43,149
9077,23989833,0,76,147
9078,23990780,0,947,162
9079,23991958,0,1178,181
9080,23991007,0,-951,158
9081,23989921,0,-1086,133
9082,23993614,0,3693,203
9083,23992397,0,-1217,174
9084,23988982,0,-3415,102
9085,23988287,0,-695,86
9086,23989381,0,1094,105
9087,23990499,0,1118,124
9088,23991827,0,1328,147
9089,23989829,0,-1998,105
9090,23989842,0,13,102
9091,23988247,0,-1595,68
9092,23988597,0,350,73
9093,23988763,0,166,74
9094,23988097,0,-666,59
9095,23987771,0,-326,51
9096,23987096,0,-675,36
9097,23989770,0,2674,88
9098,23988667,0,-1103,64
9099,23991329,0,2662,115
9100,23990701,0,-628,100
9101,23994602,0,3901,176
9102,23992355,0,-2247,128
9103,23994822,0,2467,174
9104,23995679,0,857,187
9105,23996359,0,680,196
9106,23996138,0,-221,188
9107,23996734,0,596,195
9108,23998252,0,1518,221
9109,23999135,0,883,233
9110,23997639,0,-1496,199
9111,23994995,0,-2644,143
9112,23993480,0,-1515,110
9113,23989986,0,-3494,38
9114,23988629,0,-1357,10
9115,23988768,0,139,11
9116,23988915,0,147,12
9117,23988676,0,-239,7
9118,23989938,0,1262,31
9119,23990034,0,96,31
9120,23990843,0,809,46
9121,23990432,0,-411,37
9122,23990609,0,177,39
9123,23991406,0,797,53
9124,23991694,0,288,56
9125,23993255,0,1561,85
9126,23993158,0,-97,82
9127,23994612,0,1454,109
9128,23994502,0,-110,104
9129,23993049,0,-1453,72
9130,23993483,0,434,78
9131,23994704,0,1221,100
9132,23994343,0,-361,91
9133,23994263,0,-80,88
9134,23992485,0,-1778,51
9135,23993562,0,1077,70
9136,23995769,0,2207,112
9137,23995641,0,-128,107
9138,23995735,0,94,105
9139,23997655,0,1920,140
9140,23999248,0,1593,168
9141,23996577,0,-2671,111
9142,23996783,0,206,112
9143,23998403,0,1620,141
9144,24000276,0,1873,175
9145,23998635,0,-1641,139
9146,23999747,0,1112,158
9147,24000235,0,488,163
9148,24001482,0,1247,183
9149,24001653,0,171,182
9150,24000920,0,-733,164
9151,24000386,0,-534,150
9152,24002460,0,2074,188
9153,24003452,0,992,203
9154,24003935,0,483,207
9155,24004367,0,432,210
9156,24005061,0,694,218
9157,24003420,0,-1641,181
9158,24003614,0,194,180
9159,24004200,0,586,187
9160,24004971,0,771,198
9161,24005967,0,996,213
9162,24006708,0,741,222
9163,24006650,0,-58,216
9164,24009825,0,3175,274
9165,24010412,0,587,279
9166,24010614,0,202,277
9167,24011604,0,990,290
9168,24010977,0,-627,272
9169,24012835,0,1858,303
9170,24010732,0,-2103,254
9171,24013095,0,2363,295
9172,24013107,0,12,289
9173,24016840,0,3733,357
9174,24018197,0,1357,376
9175,24018055,0,-142,366
9176,24018213,0,158,361
9177,24018787,0,574,364
9178,24018574,0,-213,352
9179,24018930,0,356,351
9180,24021016,0,2086,384
9181,24020044,0,-972,357
9182,24022814,0,2770,404
9183,24025698,0,2884,452
9184,24022464,0,-3234,378
9185,24023227,0,763,385
9186,24022281,0,-946,359
9187,24021868,0,-413,343
9188,24021902,0,34,336
9189,24022829,0,927,347
9190,24021259,0,-1570,309
9191,24024109,0,2850,359
9192,24023160,0,-949,333
9193,24023778,0,618,338
9194,24022357,0,-1421,303
9195,24025665,0,3308,362
9196,24027918,0,2253,399
9197,24028635,0,717,405
9198,24027051,0,-1584,365
9199,24027558,0,507,367
9200,24027687,0,129,361
9201,24029522,0,1835,389
9202,24031704,0,2182,424
9203,24031019,0,-685,402
9204,24029251,0,-1768,358
9205,24028110,0,-1141,328
9206,24030194,0,2084,362
9207,24029546,0,-648,342
9208,24027518,0,-2028,295
9209,24029852,0,2334,335
9210,24029151,0,-701,314
9211,24028175,0,-976,288
9212,24029602,0,1427,310
9213,24028185,0,-1417,275
9214,24027847,0,-338,263
9215,24028809,0,962,276
9216,24028880,0,71,271
9217,24030988,0,2108,307
9218,24028746,0,-2242,256
9219,24029137,0,391,257
9220,24031821,0,2684,304
9221,24028125,0,-3696,224
9222,24031653,0,3528,289
9223,24031758,0,105,285
9224,24032924,0,1166,302
9225,24034909,0,1985,334
9226,24034306,0,-603,315
9227,24034415,0,109,310
9228,24034394,0,-21,303
9229,24032947,0,-1447,268
9230,24035208,0,2261,307
9231,24038043,0,2835,356
9232,24040952,0,2909,406
9233,24037850,0,-3102,335
9234,24037534,0,-316,322
9235,24034054,0,-3480,246
9236,24037787,0,3733,315
9237,24034052,0,-3735,234
9238,24032850,0,-1202,205
9239,24030634,0,-2216,156
9240,24032560,0,1926,190
9241,24034223,0,1663,219
9242,24032853,0,-1370,187
9243,24032901,0,48,183
9244,24032038,0,-863,162
9245,24032146,0,108,160
9246,24031985,0,-161,153
9247,24031949,0,-36,149
9248,24034794,0,2845,202
9249,24034074,0,-720,183
9250,24037333,0,3259,244
9251,24035925,0,-1408,211
9252,24035552,0,-373,199
9253,24033777,0,-1775,160
9254,24031782,0,-1995,117
9255,24034774,0,2992,173
9256,24034222,0,-552,158
9257,24033958,0,-264,149
9258,24034636,0,678,159
9259,24036969,0,2333,201
9260,24036291,0,-678,183
9261,24039623,0,3332,245
9262,24039848,0,225,244
9263,24041031,0,1183,262
9264,24038645,0,-2386,209
9265,24038401,0,-244,200
9266,24038425,0,24,196
9267,24034986,0,-3439,124
9268,24036182,0,1196,144
9269,24036497,0,315,147
9270,24036219,0,-278,139
9271,24038294,0,2075,177
9272,24039290,0,996,192
9273,24039352,0,62,189
9274,24039330,0,-22,185
9275,24042944,0,3614,253
9276,24042804,0,-140,245
9277,24041955,0,-849,224
9278,24043454,0,1499,248
9279,24046587,0,3133,305
9280,24044496,0,-2091,257
9281,24046676,0,2180,294
9282,24044448,0,-2228,244
9283,24044439,0,-9,239
9284,24041831,0,-2608,182
9285,24040754,0,-1077,157
9286,24040868,0,114,155
9287,24040354,0,-514,141
9288,24037319,0,-3035,78
9289,24035026,0,-2293,31
9290,24034748,0,-278,25
9291,24031084,0,-3664,-49
9292,24034717,0,3633,24
9293,24034404,0,-313,17
9294,24033845,0,-559,5
9295,24033690,0,-155,1
9296,24034234,0,544,10
9297,24034115,0,-119,7
9298,24035667,0,1552,37
9299,24035060,0,-607,24
9300,24038260,0,3200,87
9301,24040848,0,2588,136
9302,24038465,0,-2383,86
9303,24037253,0,-1212,60
9304,24041023,0,3770,133
9305,24040464,0,-559,119
9306,24040733,0,269,121
9307,24039872,0,-861,101
9308,24040158,0,286,103
9309,24037464,0,-2694,47
9310,24037519,0,55,47
9311,24035586,0,-1933,8
9312,24038410,0,2824,63
9313,24038583,0,173,64
9314,24035002,0,-3581,-9
9315,24035160,0,158,-5
9316,24034236,0,-924,-22
9317,24033910,0,-326,-27
9318,24035454,0,1544,4
9319,24035351,0,-103,1
9320,24036183,0,832,16
9321,24034853,0,-1330,-11
9322,24034011,0,-842,-26
9323,24032430,0,-1581,-56
9324,24032936,0,506,-44
9325,24034589,0,1653,-10
9326,24033141,0,-1448,-37
9327,24033098,0,-43,-36
9328,24034566,0,1468,-6
9329,24036269,0,1703,29
9330,24036310,0,41,28
9331,24036677,0,367,34
9332,24036332,0,-345,27
9333,24039259,0,2927,84
9334,24035799,0,-3460,13
9335,24035042,0,-757,-3
9336,24034798,0,-244,-6
9337,24034098,0,-700,-19
9338,24035656,0,1558,13
9339,24037060,0,1404,40
9340,24035889,0,-1171,16
9341,24037544,0,1655,48
9342,24036168,0,-1376,20
9343,24037544,0,1376,46
9344,24040313,0,2769,100
9345,24041094,0,781,113
9346,24041416,0,322,116
9347,24040851,0,-565,102
9348,24042928,0,2077,140
9349,24046194,0,3266,202
9350,24042709,0,-3485,128
9351,24040380,0,-2329,79
9352,24039438,0,-942,59
9353,24039660,0,222,61
9354,24043322,0,3662,132
9355,24047186,0,3864,206
9356,24047094,0,-92,200
9357,24047020,0,-74,195
9358,24046795,0,-225,187
9359,24046473,0,-322,177
9360,24043816,0,-2657,120
9361,24042951,0,-865,100
9362,24044654,0,1703,132
9363,24043780,0,-874,112
9364,24040087,0,-3693,36
9365,24039486,0,-601,23
9366,24038668,0,-818,6
9367,24038233,0,-435,-3
9368,24034498,0,-3735,-76
9369,24035944,0,1446,-46
9370,24033946,0,-1998,-84
9371,24035286,0,1340,-56
9372,24034689,0,-597,-65
9373,24035314,0,625,-51
9374,24037505,0,2191,-6
9375,24035364,0,-2141,-47
9376,24036484,0,1120,-24
9377,24036202,0,-282,-28
9378,24036141,0,-61,-28
9379,24036376,0,235,-23
9380,24036321,0,-55,-23
9381,24034619,0,-1702,-56
9382,24034207,0,-412,-62
9383,24035915,0,1708,-26
9384,24035439,0,-476,-34
9385,24035200,0,-239,-37
9386,24035821,0,621,-24
9387,24034043,0,-1778,-58
9388,24033136,0,-907,-74
9389,24032996,0,-140,-74
9390,24033120,0,124,-70
9391,24032405,0,-715,-82
9392,24029248,0,-3157,-143
9393,24029116,0,-132,-142
9394,24028399,0,-717,-153
9395,24028041,0,-358,-156
9396,24028034,0,-7,-152
9397,24025512,0,-2522,-198
9398,24023221,0,-2291,-239
9399,24024314,0,1093,-213
9400,24027408,0,3094,-147
9401,24028344,0,936,-126
9402,24028036,0,-308,-129
9403,24028943,0,907,-108
9404,24030417,0,1474,-76
9405,24032977,0,2560,-23
9406,24033599,0,622,-10
9407,24033550,0,-49,-9
9408,24036532,0,2982,51
9409,24040481,0,3949,127
9410,24042209,0,1728,158
9411,24041224,0,-985,135
9412,24043112,0,1888,169
9413,24042678,0,-434,157
9414,24043620,0,942,171
9415,24041533,0,-2087,126
9416,24039274,0,-2259,78
9417,24039003,0,-271,71
9418,24040197,0,1194,92
9419,24042571,0,2374,137
9420,24044179,0,1608,166
9421,24047208,0,3029,222
9422,24045534,0,-1674,184
9423,24046167,0,633,192
9424,24045343,0,-824,172
9425,24046097,0,754,183
9426,24046491,0,394,186
9427,24047742,0,1251,207
9428,24049737,0,1995,241
9429,24047925,0,-1812,200
9430,24047440,0,-485,187
9431,24046009,0,-1431,155
9432,24044108,0,-1901,113
9433,24044186,0,78,111
9434,24043140,0,-1046,88
9435,24040150,0,-2990,27
9436,24039842,0,-308,20
9437,24040020,0,178,22
9438,24040778,0,758,36
9439,24043089,0,2311,81
9440,24043341,0,252,84
9441,24045922,0,2581,133
9442,24048667,0,2745,184
9443,24048298,0,-369,173
9444,24048050,0,-248,165
9445,24047924,0,-126,159
9446,24048160,0,236,159
9447,24051968,0,3808,231
9448,24053062,0,1094,247
9449,24053085,0,23,242
9450,24051372,0,-1713,203
9451,24051535,0,163,201
9452,24051554,0,19,196
9453,24051143,0,-411,184
9454,24052381,0,1238,204
9455,24052815,0,434,207
9456,24052820,0,5,202
9457,24052760,0,-60,196
9458,24050511,0,-2249,148
9459,24050296,0,-215,141
9460,24050748,0,452,147
9461,24049993,0,-755,129
9462,24051397,0,1404,154
9463,24051532,0,135,152
9464,24052031,0,499,157
9465,24052409,0,378,160
9466,24055953,0,3544,226
9467,24056686,0,733,235
9468,24057001,0,315,236
9469,24056475,0,-526,221
9470,24054915,0,-1560,185
9471,24054622,0,-293,176
9472,24054482,0,-140,170
9473,24056230,0,1748,200
9474,24057754,0,1524,226
9475,24059773,0,2019,261
9476,24058973,0,-800,239
9477,24058542,0,-431,226
9478,24058884,0,342,227
9479,24058419,0,-465,213
9480,24058795,0,376,215
9481,24059792,0,997,229
9482,24059590,0,-202,220
9483,24062007,0,2417,263
9484,24065067,0,3060,318
9485,24068069,0,3002,371
9486,24068198,0,129,365
9487,24070240,0,2042,397
9488,24070231,0,-9,389
9489,24070540,0,309,387
9490,24071565,0,1025,399
9491,24071605,0,40,391
9492,24074436,0,2831,439
9493,24071343,0,-3093,369
9494,24071592,0,249,365
9495,24067613,0,-3979,278
9496,24068197,0,584,283
9497,24068415,0,218,281
9498,24068801,0,386,282
9499,24066358,0,-2443,228
9500,24068051,0,1693,256
9501,24070010,0,1959,289
9502,24073029,0,3019,343
9503,24069380,0,-3649,264
9504,24070107,0,727,272
9505,24069962,0,-145,264
9506,24070949,0,987,277
9507,24071310,0,361,278
9508,24069437,0,-1873,235
9509,24069653,0,216,234
9510,24069260,0,-393,222
9511,24068458,0,-802,201
9512,24069037,0,579,207
9513,24072361,0,3324,268
9514,24072461,0,100,264
9515,24072465,0,4,258
9516,24072498,0,33,252
9517,24073122,0,624,258
9518,24074247,0,1125,274
9519,24075213,0,966,287
9520,24073737,0,-1476,252
9521,24073897,0,160,249
9522,24076978,0,3081,305
9523,24074140,0,-2838,242
9524,24073676,0,-464,228
9525,24072937,0,-739,209
9526,24072668,0,-269,199
9527,24071214,0,-1454,166
9528,24068296,0,-2918,104
9529,24067985,0,-311,95
9530,24067961,0,-24,93
9531,24067990,0,29,91
9532,24067947,0,-43,89
9533,24068769,0,822,103
9534,24066401,0,-2368,53
9535,24064957,0,-1444,23
9536,24066011,0,1054,43
9537,24066165,0,154,45
9538,24063370,0,-2795,-11
9539,24061792,0,-1578,-41
9540,24059085,0,-2707,-94
9541,24059040,0,-45,-92
9542,24059634,0,594,-79
9543,24062802,0,3168,-14
9544,24062863,0,61,-12
9545,24059936,0,-2927,-69
9546,24063141,0,3205,-3
9547,24064573,0,1432,26
9548,24063327,0,-1246,1
9549,24063424,0,97,1
9550,24062920,0,-504,-10
9551,24063465,0,545,1
9552,24064036,0,571,11
9553,24066921,0,2885,67
9554,24065521,0,-1400,37
9555,24065303,0,-218,32
9556,24063751,0,-1552,0
9557,24061160,0,-2591,-51
9558,24061237,0,77,-48
9559,24061062,0,-175,-50
9560,24060511,0,-551,-60
9561,24059998,0,-513,-68
9562,24061576,0,1578,-35
9563,24063505,0,1929,4
9564,24062327,0,-1178,-20
9565,24063308,0,981,0
9566,24064482,0,1174,23
9567,24063463,0,-1019,2
9568,24063161,0,-302,-5
9569,24062760,0,-401,-12
9570,24060354,0,-2406,-59
9571,24061610,0,1256,-32
9572,24064771,0,3161,32
9573,24061903,0,-2868,-26
9574,24061211,0,-692,-38
9575,24060964,0,-247,-41
9576,24060614,0,-350,-47
9577,24062291,0,1677,-13
9578,24062939,0,648,0
9579,24063493,0,554,11
9580,24066603,0,3110,72
9581,24068488,0,1885,107
9582,24068448,0,-40,104
9583,24068460,0,12,101
9584,24065933,0,-2527,48
9585,24063771,0,-2162,4
9586,24063928,0,157,6
9587,24061907,0,-2021,-35
9588,24060487,0,-1420,-62
9589,24058643,0,-1844,-96
9590,24062073,0,3430,-26
9591,24058524,0,-3549,-95
9592,24058616,0,92,-92
9593,24058729,0,113,-88
9594,24058861,0,132,-84
9595,24058570,0,-291,-87
9596,24061181,0,2611,-33
9597,24064614,0,3433,36
9598,24062955,0,-1659,2
9599,24064730,0,1775,36
9600,24064221,0,-509,25
9601,24063944,0,-277,19
9602,24064533,0,589,29
9603,24064290,0,-243,24
9604,24064487,0,197,26
9605,24062283,0,-2204,-19
9606,24063888,0,1605,14
9607,24063366,0,-522,3
9608,24061759,0,-1607,-30
9609,24063116,0,1357,-2
9610,24061827,0,-1289,-26
9611,24061419,0,-408,-33
9612,24060729,0,-690,-45
9613,24060885,0,156,-41
9614,24062161,0,1276,-15
9615,24060247,0,-1914,-52
9616,24060248,0,1,-50
9617,24059791,0,-457,-58
9618,24060484,0,693,-43
9619,24061343,0,859,-25
9620,24061326,0,-17,-24
9621,24057675,0,-3651,-96
9622,24057123,0,-552,-105
9623,24054292,0,-2831,-158
9624,24055284,0,992,-135
9625,24054405,0,-879,-149
9626,24055346,0,941,-128
9627,24054994,0,-352,-132
9628,24052564,0,-2430,-177
9629,24054283,0,1719,-139
9630,24054382,0,99,-135
9631,24054979,0,597,-121
9632,24057702,0,2723,-64
9633,24058786,0,1084,-41
9634,24058790,0,4,-40
9635,24055497,0,-3293,-104
9636,24055481,0,-16,-101
9637,24053622,0,-1859,-135
9638,24050919,0,-2703,-186
9639,24054755,0,3836,-106
9640,24055265,0,510,-93
9641,24052939,0,-2326,-137
9642,24051987,0,-952,-153
9643,24053176,0,1189,-126
9644,24055721,0,2545,-73
9645,24055448,0,-273,-76
9646,24057923,0,2475,-25
9647,24055607,0,-2316,-70
