Time (s),Alt (m),aRate (m/s)
17615,26895.38,0.53
17616,26896.10,0.63
17617,26896.80,0.59
17618,26897.47,0.49
17619,26898.00,0.54
17620,26898.51,0.50
17621,26899.05,0.43
17622,26899.59,0.54
17623,26900.15,0.52
17624,26900.63,0.59
17625,26901.09,0.46
17626,26901.50,0.51
17627,26901.97,0.50
17628,26902.39,0.43
17629,26902.80,0.42
17630,26903.21,0.46
17631,26903.66,0.52
17632,26904.10,0.51
17633,26904.50,0.44
17634,26904.84,0.45
17635,26905.19,0.28
17636,26905.47,0.37
17637,26905.82,0.36
17638,26906.15,0.32
17639,26906.37,0.35
17640,26906.64,0.33
17641,26906.92,0.29
17642,26907.16,0.29
17643,26907.38,0.24
17644,26907.64,0.29
17645,26907.86,0.22
17646,26908.03,0.20
17647,26908.18,0.14
17648,26908.36,0.16
17649,26908.53,0.11
17650,26908.75,0.24
17651,26908.91,0.12
17652,26909.05,0.09
17653,26909.17,0.14
17654,26909.27,0.09
17655,26909.36,0.05
17656,26909.41,0.09
17657,26909.48,0.04
17658,26909.51,0.00
17659,26909.55,0.03
17660,26909.65,0.00
17661,26909.63,0.03
17662,26909.66,0.05
17663,26909.60,-0.02
17664,26909.47,-0.07
17665,26909.40,-0.14
17666,26909.33,-0.08
17667,26909.27,-0.12
17668,26909.21,-0.14
17669,26909.14,-0.09
17670,26909.00,-0.22
17671,26908.86,-0.18
17672,26908.76,-0.10
17673,26908.61,-0.19
17674,26908.39,-0.23
17675,26908.10,-0.31
17676,26907.84,-0.30
17677,26907.57,-0.25
17678,26907.30,-0.31
17679,26906.92,-0.37
17680,26906.57,-0.34
17681,26906.24,-0.35
17682,26905.86,-0.38
17683,26905.53,-0.38
17684,26905.08,-0.37
17685,26904.64,-0.42
17686,26904.17,-0.41
17687,26903.65,-0.47
17688,26903.13,-0.60
17689,26902.55,-0.59
17690,26902.03,-0.53
17691,26901.49,-0.56
17692,26900.95,-0.52
17693,26900.40,-0.56
17694,26899.76,-0.63
17695,26899.04,-0.69
17696,26898.34,-0.68
17697,26897.71,-0.64
17698,26897.02,-0.76
17699,26896.30,-0.70
17700,26895.55,-0.73
17701,26894.81,-0.75
17702,26893.95,-0.78
17703,26893.15,-0.75
17704,26892.32,-0.83
17705,26891.35,-0.82
17706,26890.52,-0.86
17707,26889.58,-0.85
17708,26888.56,-0.98
17709,26887.55,-0.95
17710,26886.60,-0.93
17711,26885.66,-0.96
17712,26884.70,-0.92
17713,26883.73,-1.00
17714,26882.73,-1.02
17715,26881.69,-0.90
17716,26880.71,-1.01
17717,26879.72,-1.03
17718,26878.62,-1.13
17719,26877.54,-1.03
17720,26876.50,-1.07
17721,26875.33,-1.09
17722,26874.19,-1.10
17723,26873.00,-1.17
17724,26871.89,-1.13
17725,26870.73,-1.04
17726,26869.60,-1.13
17727,26868.49,-1.15
17728,26867.31,-1.17
17729,26866.16,-1.08
17730,26864.99,-1.15
17731,26863.81,-1.16
17732,26862.57,-1.17
17733,26861.39,-1.18
17734,26860.19,-1.20
17735,26858.91,-1.20
17736,26857.66,-1.25
17737,26856.42,-1.26
17738,26855.18,-1.15
17739,26853.96,-1.19
17740,26852.76,-1.24
17741,26851.53,-1.22
17742,26850.33,-1.15
17743,26849.16,-1.16
17744,26848.01,-1.16
17745,26846.83,-1.13
17746,26845.63,-1.21
17747,26844.42,-1.24
17748,26843.22,-1.24
17749,26842.05,-1.18
17750,26840.83,-1.22
17751,26839.68,-1.16
17752,26838.54,-1.15
17753,26837.39,-1.19
17754,26836.23,-1.17
17755,26835.01,-1.16
17756,26833.86,-1.13
17757,26832.72,-1.25
17758,26831.48,-1.31
17759,26830.24,-1.24
17760,26829.08,-1.30
17761,26827.85,-1.21
17762,26826.70,-1.21
17763,26825.38,-1.22
17764,26824.44,-1.13
17765,26823.29,-1.06
17766,26822.22,-1.10
17767,26821.00,-1.20
17768,26820.19,-1.07
17769,26818.84,-1.17
17770,26817.73,-1.17
17771,26816.53,-1.17
17772,26815.35,-1.16
17773,26814.26,-1.16
17774,26812.97,-1.16
17775,26811.89,-1.13
17776,26810.76,-1.05
17777,26809.97,-0.96
17778,26808.88,-1.01
17779,26807.72,-1.08
17780,26806.58,-1.12
17781,26805.48,-1.11
17782,26804.35,-1.08
17783,26803.33,-1.05
17784,26802.39,-1.03
17785,26801.48,-0.95
17786,26800.34,-0.98
17787,26799.40,-1.05
17788,26798.46,-1.03
17789,26797.26,-1.17
17790,26796.25,-1.00
17791,26795.38,-0.97
17792,26794.49,-0.91
17793,26793.54,-0.94
17794,26792.55,-0.91
17795,26791.62,-0.90
17796,26790.78,-0.84
17797,26789.91,-0.81
17798,26789.03,-0.94
17799,26788.19,-0.89
17800,26787.25,-0.98
17801,26786.41,-0.87
17802,26785.53,-0.82
17803,26784.70,-0.81
17804,26783.92,-0.82
17805,26783.11,-0.75
17806,26782.33,-0.74
17807,26781.57,-0.84
17808,26780.80,-0.82
17809,26780.01,-0.87
17810,26779.37,-0.70
17811,26778.71,-0.68
17812,26778.06,-0.71
17813,26777.43,-0.71
17814,26776.72,-0.68
17815,26776.12,-0.64
17816,26775.48,-0.62
17817,26774.86,-0.68
17818,26774.21,-0.65
17819,26773.61,-0.63
17820,26773.10,-0.58
17821,26772.52,-0.55
17822,26771.96,-0.49
17823,26771.44,-0.51
17824,26770.92,-0.52
17825,26770.32,-0.55
17826,26769.72,-0.49
17827,26769.17,-0.45
17828,26768.72,-0.52
17829,26768.25,-0.51
17830,26767.78,-0.48
17831,26767.30,-0.40
17832,26766.76,-0.45
17833,26766.31,-0.40
17834,26765.87,-0.42
17835,26765.41,-0.38
17836,26765.02,-0.36
17837,26764.61,-0.32
17838,26764.24,-0.37
17839,26763.96,-0.38
17840,26763.60,-0.34
17841,26763.27,-0.31
17842,26762.92,-0.30
17843,26762.60,-0.30
17844,26762.34,-0.22
17845,26762.13,-0.17
17846,26761.93,-0.28
17847,26761.68,-0.13
17848,26761.46,-0.15
17849,26761.30,-0.35
17850,26761.04,-0.30
17851,26760.80,-0.19
17852,26760.55,-0.21
17853,26760.28,-0.16
17854,26760.08,-0.13
17855,26759.86,-0.15
17856,26759.61,-0.17
17857,26759.33,-0.16
17858,26759.13,-0.25
17859,26758.92,-0.19
17860,26758.70,-0.15
17861,26758.54,-0.13
17862,26758.33,-0.14
17863,26758.18,-0.09
17864,26758.06,-0.10
17865,26757.97,-0.05
17866,26757.87,-0.10
17867,26757.81,0.01
17868,26757.84,-0.06
17869,26757.81,-0.06
17870,26757.84,0.00
17871,26757.82,0.00
17872,26757.80,-0.03
17873,26757.80,0.02
17874,26757.81,-0.03
17875,26757.75,0.00
17876,26757.68,-0.08
17877,26757.62,0.09
17878,26757.65,-0.05
17879,26757.58,-0.08
17880,26757.57,0.00
17881,26757.49,-0.02
17882,26757.52,-0.03
17883,26757.56,0.08
17884,26757.61,0.04
17885,26757.72,0.11
17886,26757.77,0.03
17887,26757.83,0.12
17888,26757.91,-0.03
17889,26757.87,0.02
17890,26757.94,0.02
17891,26757.96,0.02
17892,26758.00,0.01
17893,26758.13,0.02
17894,26758.05,0.07
17895,26758.08,0.07
17896,26758.07,-0.01
17897,26758.16,0.11
17898,26758.28,-0.06
17899,26758.31,-0.01
17900,26758.28,-0.02
17901,26758.45,0.05
17902,26758.54,0.11
17903,26758.49,0.04
17904,26758.58,0.03
17905,26758.52,0.06
17906,26758.51,0.03
17907,26758.50,0.12
17908,26758.50,-0.05
17909,26758.45,-0.08
17910,26758.42,-0.05
17911,26758.30,-0.08
17912,26758.36,0.01
17913,26758.40,0.00
17914,26758.36,-0.01
17915,26758.29,-0.01
17916,26758.19,-0.11
17917,26758.11,-0.01
17918,26758.11,-0.04
17919,26758.07,-0.11
17920,26758.02,-0.09
17921,26757.90,-0.07
17922,26757.80,-0.14
17923,26757.64,-0.12
17924,26757.54,-0.06
17925,26757.41,-0.13
17926,26757.25,-0.14
17927,26757.07,-0.10
17928,26756.93,-0.22
17929,26756.75,-0.20
17930,26756.54,-0.19
17931,26756.36,-0.19
17932,26756.17,-0.16
17933,26755.93,-0.20
17934,26755.68,-0.27
17935,26755.41,-0.27
17936,26755.23,-0.25
17937,26754.99,-0.24
17938,26754.75,-0.28
17939,26754.47,-0.34
17940,26754.16,-0.32
17941,26753.81,-0.34
17942,26753.47,-0.32
17943,26753.18,-0.31
17944,26752.84,-0.33
17945,26752.48,-0.36
17946,26752.02,-0.49
17947,26751.52,-0.38
17948,26751.10,-0.35
17949,26750.70,-0.51
17950,26750.21,-0.51
17951,26749.73,-0.44
17952,26749.20,-0.46
17953,26748.69,-0.45
17954,26748.17,-0.48
17955,26747.55,-0.52
17956,26746.96,-0.57
17957,26746.36,-0.54
17958,26745.82,-0.48
17959,26745.26,-0.68
17960,26744.70,-0.68
17961,26744.05,-0.58
17962,26743.46,-0.57
17963,26742.76,-0.64
17964,26742.12,-0.65
17965,26741.47,-0.66
17966,26740.73,-0.68
17967,26740.01,-0.63
17968,26739.32,-0.61
17969,26738.61,-0.79
17970,26737.84,-0.81
17971,26737.05,-0.79
17972,26736.18,-0.82
17973,26735.30,-0.85
17974,26734.43,-0.87
17975,26733.60,-0.84
17976,26732.75,-0.83
17977,26731.88,-0.80
17978,26731.02,-0.80
17979,26730.17,-0.97
17980,26729.29,-0.94
17981,26728.35,-0.96
17982,26727.33,-1.00
17983,26726.39,-0.92
17984,26725.43,-0.94
17985,26724.46,-0.93
17986,26723.44,-0.98
17987,26722.42,-0.87
17988,26721.43,-0.92
17989,26720.46,-1.04
17990,26719.48,-1.08
17991,26718.48,-0.99
17992,26717.45,-1.00
17993,26716.41,-1.04
17994,26715.38,-1.02
17995,26714.39,-0.97
17996,26713.43,-0.93
17997,26712.48,-0.91
17998,26711.47,-0.84
17999,26710.53,-0.96
18000,26709.59,-1.00
18001,26708.62,-0.99
18002,26707.67,-0.95
18003,26706.66,-0.94
18004,26705.69,-0.89
18005,26704.74,-0.92
18006,26703.82,-0.84
18007,26702.90,-0.85
18008,26702.05,-0.81
18009,26701.24,-0.85
18010,26700.39,-0.93
18011,26699.55,-0.86
18012,26698.64,-0.86
18013,26697.76,-0.82
18014,26696.94,-0.86
18015,26696.08,-0.79
18016,26695.32,-0.80
18017,26694.52,-0.77
18018,26693.74,-0.71
18019,26692.94,-0.78
18020,26692.15,-0.87
18021,26691.32,-0.81
18022,26690.53,-0.79
18023,26689.77,-0.74
18024,26688.97,-0.76
18025,26688.23,-0.67
18026,26687.49,-0.75
18027,26686.66,-0.76
18028,26685.90,-0.66
18029,26685.15,-0.76
18030,26684.44,-0.80
18031,26683.66,-0.79
18032,26682.89,-0.73
18033,26682.16,-0.70
18034,26681.45,-0.70
18035,26680.77,-0.68
18036,26680.15,-0.66
18037,26679.45,-0.64
18038,26678.75,-0.63
18039,26678.14,-0.65
18040,26677.49,-0.68
18041,26676.77,-0.74
18042,26676.06,-0.65
18043,26675.38,-0.66
18044,26674.65,-0.68
18045,26674.03,-0.55
18046,26673.47,-0.58
18047,26672.77,-0.64
18048,26672.15,-0.57
18049,26671.50,-0.61
18050,26670.92,-0.68
18051,26670.33,-0.62
18052,26669.68,-0.59
18053,26669.03,-0.59
18054,26668.48,-0.52
18055,26667.88,-0.58
18056,26667.33,-0.49
18057,26666.79,-0.53
18058,26666.30,-0.41
18059,26665.90,-0.40
18060,26665.47,-0.51
18061,26664.91,-0.50
18062,26664.42,-0.51
18063,26663.84,-0.45
18064,26663.34,-0.49
18065,26662.88,-0.45
18066,26662.42,-0.42
18067,26662.03,-0.41
18068,26661.65,-0.31
18069,26661.29,-0.34
18070,26661.00,-0.44
18071,26660.65,-0.44
18072,26660.29,-0.38
18073,26659.92,-0.37
18074,26659.57,-0.33
18075,26659.28,-0.27
18076,26659.04,-0.29
18077,26658.79,-0.27
18078,26658.48,-0.23
18079,26658.19,-0.30
18080,26657.95,-0.38
18081,26657.70,-0.30
18082,26657.44,-0.26
18083,26657.28,-0.19
18084,26657.07,-0.21
18085,26656.87,-0.16
18086,26656.68,-0.18
18087,26656.49,-0.21
18088,26656.32,-0.12
18089,26656.14,-0.15
18090,26656.03,-0.23
18091,26655.84,-0.23
18092,26655.65,-0.18
18093,26655.49,-0.15
18094,26655.42,-0.06
18095,26655.32,-0.11
18096,26655.16,-0.14
18097,26655.03,-0.14
18098,26654.86,-0.10
18099,26654.70,-0.15
18100,26654.55,-0.27
18101,26654.35,-0.27
18102,26654.15,-0.15
18103,26654.02,-0.15
18104,26653.92,-0.07
18105,26653.82,-0.17
18106,26653.67,-0.12
18107,26653.58,-0.15
18108,26653.39,-0.06
18109,26653.27,-0.11
18110,26653.17,-0.22
18111,26653.05,-0.15
18112,26652.92,-0.14
18113,26652.78,-0.17
18114,26652.64,-0.14
18115,26652.50,-0.08
18116,26652.45,-0.09
18117,26652.36,-0.12
18118,26652.31,-0.05
18119,26652.15,-0.15
18120,26652.09,-0.21
18121,26651.95,-0.25
18122,26651.84,-0.15
18123,26651.74,-0.08
18124,26651.62,-0.14
18125,26651.49,-0.11
18126,26651.34,-0.15
18127,26651.14,-0.18
18128,26650.95,-0.22
18129,26650.81,-0.10
18130,26650.70,-0.23
18131,26650.53,-0.24
18132,26650.34,-0.16
18133,26650.18,-0.17
18134,26650.09,-0.12
18135,26649.89,-0.19
18136,26649.70,-0.15
18137,26649.58,-0.15
18138,26649.47,-0.18
18139,26649.32,-0.13
18140,26649.15,-0.25
18141,26648.99,-0.24
18142,26648.70,-0.24
18143,26648.45,-0.23
18144,26648.20,-0.22
18145,26647.99,-0.18
18146,26647.76,-0.17
18147,26647.53,-0.26
18148,26647.22,-0.31
18149,26646.95,-0.22
18150,26646.72,-0.25
18151,26646.43,-0.28
18152,26646.08,-0.32
18153,26645.75,-0.34
18154,26645.47,-0.30
18155,26645.16,-0.27
18156,26644.82,-0.27
18157,26644.50,-0.29
18158,26644.22,-0.28
18159,26643.91,-0.31
18160,26643.60,-0.24
18161,26643.32,-0.29
18162,26642.99,-0.31
18163,26642.68,-0.32
18164,26642.48,-0.25
18165,26642.21,-0.28
18166,26641.97,-0.26
18167,26641.68,-0.24
18168,26641.27,-0.31
18169,26640.77,-0.37
18170,26640.42,-0.35
18171,26640.24,-0.31
18172,26639.83,-0.39
18173,26639.39,-0.32
18174,26639.60,-0.26
18175,26639.05,-0.35
18176,26638.67,-0.41
18177,26638.31,-0.39
18178,26637.97,-0.37
18179,26637.66,-0.42
18180,26637.40,-0.24
18181,26637.52,-0.11
18182,26637.18,-0.19
18183,26636.70,-0.33
18184,26635.64,-0.69
18185,26635.21,-0.54
18186,26634.78,-0.51
18187,26634.51,-0.31
18188,26633.67,-0.64
18189,26633.23,-0.50
18190,26632.78,-0.44
18191,26632.48,-0.40
18192,26632.31,-0.22
18193,26631.86,-0.38
18194,26631.44,-0.36
18195,26631.00,-0.43
18196,26630.51,-0.46
18197,26630.04,-0.44
18198,26629.59,-0.45
18199,26629.50,-0.25
18200,26629.67,0.19
18201,26629.31,-0.20
18202,26628.89,-0.34
18203,26628.40,-0.44
18204,26627.84,-0.48
18205,26627.30,-0.46
18206,26626.77,-0.47
18207,26626.22,-0.48
18208,26625.63,-0.50
18209,26625.02,-0.55
18210,26624.43,-0.52
18211,26623.83,-0.56
18212,26623.22,-0.62
18213,26622.63,-0.53
18214,26622.06,-0.57
18215,26621.44,-0.57
18216,26620.83,-0.58
18217,26620.17,-0.62
18218,26619.50,-0.56
18219,26618.89,-0.63
18220,26618.25,-0.63
18221,26617.63,-0.61
18222,26616.99,-0.68
18223,26616.28,-0.66
18224,26615.61,-0.65
18225,26615.00,-0.66
18226,26614.35,-0.64
18227,26613.70,-0.64
18228,26613.06,-0.63
18229,26612.44,-0.62
18230,26611.79,-0.65
18231,26611.03,-0.65
18232,26610.36,-0.73
18233,26609.67,-0.73
18234,26608.92,-0.71
18235,26608.18,-0.69
18236,26607.73,-0.56
18237,26606.86,-0.67
18238,26606.09,-0.75
18239,26605.28,-0.80
18240,26604.47,-0.80
18241,26603.57,-0.75
18242,26602.82,-0.78
18243,26602.06,-0.74
18244,26601.31,-0.72
18245,26600.49,-0.73
18246,26599.63,-0.72
18247,26598.79,-0.74
18248,26597.94,-0.77
18249,26597.17,-0.73
18250,26596.42,-0.75
18251,26595.58,-0.76
18252,26594.58,-0.88
18253,26593.82,-0.82
18254,26593.02,-0.77
18255,26592.47,-0.63
18256,26591.78,-0.67
18257,26591.05,-0.75
18258,26590.55,-0.60
18259,26590.00,-0.66
18260,26589.45,-0.64
18261,26588.73,-0.59
18262,26587.94,-0.69
18263,26587.16,-0.75
18264,26586.41,-0.74
18265,26585.77,-0.75
18266,26585.09,-0.70
18267,26584.30,-0.70
18268,26583.45,-0.69
18269,26582.90,-0.66
18270,26582.70,-0.40
18271,26581.97,-0.44
18272,26581.16,-0.68
18273,26580.63,-0.58
18274,26579.77,-0.75
18275,26578.83,-0.92
18276,26578.00,-0.93
18277,26576.45,-1.47
18278,26575.54,-1.01
18279,26574.71,-0.85
18280,26573.99,-0.71
18281,26573.23,-0.69
18282,26572.96,-0.33
18283,26573.12,0.19
18284,26572.66,-0.43
18285,26572.00,-0.68
18286,26571.33,-0.73
18287,26569.94,-1.47
18288,26570.15,0.40
18289,26569.77,-0.59
18290,26568.59,-1.34
18291,26567.56,-1.00
18292,26566.80,-0.80
18293,26565.89,-1.00
18294,26564.56,-1.43
18295,26563.63,-0.84
18296,26562.79,-0.86
18297,26562.41,-0.29
18298,26561.68,-0.80
18299,26560.86,-0.82
18300,26560.09,-0.80
18301,26559.28,-0.83
18302,26558.53,-0.78
18303,26557.74,-0.82
18304,26556.94,-0.79
18305,26556.15,-0.79
18306,26555.36,-0.79
18307,26554.59,-0.80
18308,26553.80,-0.79
18309,26553.03,-0.77
18310,26552.25,-0.76
18311,26551.44,-0.74
18312,26550.64,-0.79
18313,26549.84,-0.83
18314,26549.00,-0.77
18315,26548.22,-0.74
18316,26547.46,-0.73
18317,26546.78,-0.77
18318,26546.01,-0.71
18319,26545.31,-0.76
18320,26544.59,-0.76
18321,26543.85,-0.77
18322,26543.09,-0.77
18323,26542.36,-0.77
18324,26541.63,-0.74
18325,26540.91,-0.73
18326,26540.22,-0.67
18327,26539.54,-0.68
18328,26538.86,-0.64
18329,26538.18,-0.69
18330,26537.50,-0.65
18331,26536.86,-0.66
18332,26536.18,-0.62
18333,26535.54,-0.68
18334,26534.93,-0.67
18335,26534.25,-0.64
18336,26533.59,-0.60
18337,26532.95,-0.58
18338,26532.31,-0.59
18339,26531.75,-0.61
18340,26531.13,-0.61
18341,26530.51,-0.59
18342,26529.93,-0.50
18343,26529.36,-0.59
18344,26528.78,-0.58
18345,26528.16,-0.57
18346,26527.62,-0.52
18347,26527.14,-0.51
18348,26526.67,-0.48
18349,26526.19,-0.47
18350,26525.68,-0.52
18351,26525.22,-0.49
18352,26524.66,-0.40
18353,26524.19,-0.51
18354,26523.71,-0.51
18355,26523.28,-0.43
18356,26522.84,-0.37
18357,26522.47,-0.38
18358,26522.05,-0.37
18359,26521.70,-0.40
18360,26521.36,-0.42
18361,26521.12,-0.35
18362,26520.92,-0.24
18363,26520.80,-0.35
18364,26520.50,-0.32
18365,26520.20,-0.34
18366,26519.93,-0.26
18367,26519.75,-0.24
18368,26519.54,-0.21
18369,26519.30,-0.29
18370,26519.05,-0.26
18371,26518.84,-0.27
18372,26518.56,-0.17
18373,26518.38,-0.25
18374,26518.08,-0.27
18375,26517.89,-0.22
18376,26517.74,-0.18
18377,26517.54,-0.16
18378,26517.32,-0.23
18379,26517.14,-0.19
18380,26517.00,-0.15
18381,26516.85,-0.16
18382,26516.62,-0.18
18383,26516.46,-0.14
18384,26516.36,-0.12
18385,26516.26,-0.18
18386,26516.18,-0.09
18387,26516.10,-0.04
18388,26516.11,-0.04
18389,26516.06,-0.06
18390,26516.00,-0.05
18391,26515.91,-0.13
18392,26515.81,-0.03
18393,26515.80,-0.05
18394,26515.80,-0.02
18395,26515.74,-0.08
18396,26515.70,-0.03
18397,26515.71,0.02
18398,26515.73,-0.03
18399,26515.75,0.01
18400,26515.75,0.00
18401,26515.73,0.00
18402,26515.69,0.00
18403,26515.65,0.04
18404,26515.66,-0.07
18405,26515.65,-0.03
18406,26515.68,0.05
18407,26515.75,0.08
18408,26515.81,0.19
18409,26516.08,0.09
18410,26516.21,0.06
18411,26516.31,0.03
18412,26516.43,0.06
18413,26516.56,0.15
18414,26516.75,0.13
18415,26516.90,0.06
18416,26517.05,0.13
18417,26517.23,0.13
18418,26517.42,0.17
18419,26517.67,0.17
18420,26517.87,0.11
18421,26517.94,0.07
18422,26518.08,0.16
18423,26518.23,0.15
18424,26518.39,0.13
18425,26518.62,0.14
18426,26518.78,0.10
18427,26518.92,0.16
18428,26519.03,0.15
18429,26519.12,0.13
18430,26519.29,0.21
18431,26519.45,0.19
18432,26519.54,0.20
18433,26519.71,0.28
18434,26519.92,0.16
18435,26520.11,0.14
18436,26520.30,0.17
18437,26520.40,0.14
18438,26520.54,0.16
18439,26520.72,0.11
18440,26520.93,0.24
18441,26521.19,0.26
18442,26521.41,0.26
18443,26521.70,0.35
18444,26521.99,0.20
18445,26522.21,0.25
18446,26522.52,0.26
18447,26522.76,0.17
18448,26523.08,0.27
18449,26523.10,0.21
18450,26523.31,0.22
18451,26523.44,0.16
18452,26523.83,0.29
18453,26524.02,0.29
18454,26524.28,0.22
18455,26524.51,0.22
18456,26524.88,0.28
18457,26525.20,0.27
18458,26525.53,0.23
18459,26525.72,0.29
18460,26525.97,0.17
18461,26526.12,0.14
18462,26526.29,0.20
18463,26526.47,0.19
18464,26526.68,0.20
18465,26526.85,0.07
18466,26526.96,0.19
18467,26527.10,0.16
18468,26527.20,0.18
18469,26527.26,0.15
18470,26527.35,0.06
18471,26527.49,0.03
18472,26527.60,0.07
18473,26527.66,0.11
18474,26527.68,0.12
18475,26527.74,0.06
18476,26527.74,0.08
18477,26527.77,0.01
18478,26527.75,0.02
18479,26527.87,0.11
18480,26527.89,0.07
18481,26527.93,0.03
18482,26528.00,0.09
18483,26528.07,0.05
18484,26528.03,0.02
18485,26528.07,-0.05
18486,26528.03,0.00
18487,26528.02,-0.01
18488,26527.96,-0.02
18489,26527.92,-0.02
18490,26527.90,0.01
18491,26527.92,-0.01
18492,26527.93,0.03
18493,26527.86,-0.02
18494,26527.76,0.00
18495,26527.66,-0.08
18496,26527.55,-0.10
18497,26527.35,-0.07
18498,26527.30,-0.08
18499,26527.18,-0.03
18500,26527.06,-0.10
18501,26527.00,-0.04
18502,26526.90,-0.09
18503,26526.73,-0.12
18504,26526.58,-0.04
18505,26526.52,-0.09
18506,26526.41,-0.14
18507,26526.30,-0.13
18508,26526.16,-0.10
18509,26526.01,-0.10
18510,26525.77,-0.15
18511,26525.59,-0.18
18512,26525.38,-0.15
18513,26525.15,-0.14
18514,26524.98,-0.04
18515,26524.82,-0.15
18516,26524.69,-0.17
18517,26524.47,-0.23
18518,26524.23,-0.15
18519,26524.02,-0.10
18520,26523.75,-0.25
18521,26523.47,-0.28
18522,26523.22,-0.19
18523,26522.92,-0.22
18524,26522.59,-0.17
18525,26522.34,-0.27
18526,26522.01,-0.29
18527,26521.62,-0.28
18528,26521.23,-0.26
18529,26520.83,-0.26
18530,26520.58,-0.26
18531,26520.26,-0.25
18532,26519.95,-0.26
18533,26519.67,-0.30
18534,26519.34,-0.22
18535,26519.05,-0.31
18536,26518.74,-0.34
18537,26518.41,-0.33
18538,26518.09,-0.33
18539,26517.78,-0.25
18540,26517.44,-0.38
18541,26517.06,-0.33
18542,26516.75,-0.34
18543,26516.40,-0.40
18544,26516.04,-0.34
18545,26515.73,-0.34
18546,26515.36,-0.39
18547,26515.03,-0.37
18548,26514.65,-0.41
18549,26514.26,-0.38
18550,26513.87,-0.39
18551,26513.46,-0.46
18552,26513.03,-0.39
18553,26512.61,-0.44
18554,26512.18,-0.40
18555,26511.62,-0.45
18556,26511.16,-0.46
18557,26510.70,-0.47
18558,26510.27,-0.41
18559,26509.79,-0.40
18560,26509.25,-0.50
18561,26508.83,-0.41
18562,26508.37,-0.49
18563,26507.83,-0.51
18564,26507.26,-0.52
18565,26506.70,-0.45
18566,26506.21,-0.56
18567,26505.77,-0.50
18568,26505.27,-0.50
18569,26504.78,-0.49
18570,26504.28,-0.49
18571,26503.84,-0.45
18572,26503.45,-0.43
18573,26502.97,-0.47
18574,26502.52,-0.49
18575,26501.98,-0.47
18576,26501.46,-0.52
18577,26500.92,-0.55
18578,26500.42,-0.49
18579,26499.91,-0.51
18580,26499.46,-0.45
18581,26499.02,-0.55
18582,26498.55,-0.52
18583,26498.00,-0.53
18584,26497.45,-0.54
18585,26496.87,-0.44
18586,26496.36,-0.54
18587,26495.81,-0.53
18588,26495.19,-0.55
18589,26494.59,-0.64
18590,26494.02,-0.54
18591,26493.50,-0.50
18592,26493.05,-0.51
18593,26492.53,-0.47
18594,26492.08,-0.56
18595,26491.49,-0.56
18596,26490.91,-0.68
18597,26490.34,-0.58
18598,26489.84,-0.58
18599,26489.31,-0.57
18600,26488.72,-0.55
18601,26488.10,-0.51
18602,26487.56,-0.54
18603,26487.12,-0.43
18604,26486.65,-0.54
18605,26486.15,-0.55
18606,26485.50,-0.62
18607,26484.93,-0.57
18608,26484.37,-0.58
18609,26483.69,-0.61
18610,26483.08,-0.55
18611,26482.52,-0.59
18612,26481.95,-0.52
18613,26481.36,-0.48
18614,26480.80,-0.55
18615,26480.27,-0.59
18616,26479.67,-0.60
18617,26479.10,-0.55
18618,26478.51,-0.53
18619,26477.92,-0.52
18620,26477.36,-0.55
18621,26476.81,-0.55
18622,26476.21,-0.54
18623,26475.62,-0.46
18624,26475.09,-0.55
18625,26474.55,-0.59
18626,26474.02,-0.50
18627,26473.56,-0.55
18628,26472.99,-0.57
18629,26472.43,-0.53
18630,26471.88,-0.57
18631,26471.35,-0.52
18632,26470.79,-0.49
18633,26470.24,-0.40
18634,26469.82,-0.45
18635,26469.39,-0.54
18636,26468.89,-0.47
18637,26468.45,-0.52
18638,26468.00,-0.53
18639,26467.55,-0.45
18640,26467.11,-0.46
18641,26466.72,-0.43
18642,26466.31,-0.40
18643,26465.87,-0.41
18644,26465.43,-0.45
18645,26465.01,-0.41
18646,26464.55,-0.34
18647,26464.24,-0.37
18648,26463.85,-0.40
18649,26463.54,-0.40
18650,26463.21,-0.38
18651,26462.89,-0.35
18652,26462.56,-0.27
18653,26462.18,-0.37
18654,26461.76,-0.42
18655,26461.33,-0.34
18656,26461.01,-0.24
18657,26460.70,-0.27
18658,26460.32,-0.37
18659,26459.99,-0.30
18660,26459.81,-0.27
18661,26459.53,-0.25
18662,26459.15,-0.30
18663,26458.82,-0.19
18664,26458.64,-0.21
18665,26458.45,-0.20
18666,26458.27,-0.09
18667,26458.08,-0.19
18668,26458.01,-0.20
18669,26457.86,-0.13
18670,26457.81,-0.02
18671,26457.79,-0.05
18672,26457.72,-0.08
18673,26457.71,0.07
18674,26457.71,-0.01
18675,26457.75,-0.07
18676,26457.75,0.01
18677,26457.82,0.04
18678,26457.91,0.07
18679,26457.87,0.06
18680,26457.85,0.07
18681,26457.91,0.02
18682,26457.90,0.03
18683,26458.01,0.19
18684,26458.12,0.10
18685,26458.27,0.15
18686,26458.40,0.19
18687,26458.44,0.16
18688,26458.59,0.11
18689,26458.76,0.17
18690,26458.98,0.20
18691,26459.17,0.25
18692,26459.43,0.26
18693,26459.67,0.30
18694,26459.94,0.22
18695,26460.18,0.30
18696,26460.53,0.36
18697,26460.75,0.38
18698,26461.08,0.37
18699,26461.41,0.30
18700,26461.81,0.35
18701,26462.08,0.35
18702,26462.43,0.40
18703,26462.78,0.42
18704,26463.13,0.41
